work_order_id,tenant_id,property_id,unit_number,trade,urgency,status,description,created_at,resolved_at,resolution_hours,assigned_vendor,predicted_trade,predicted_urgency,ai_confidence,trade_match,urgency_match
WO00717,T0131,P002,90,plumbing,high,resolved,"Pipe under bathroom vanity is leaking, cabinet floor is wet",2024-12-24 07:00,2024-12-25 11:32,28.5,V001,plumbing,high,0.96,true,true
WO00718,T0124,P002,10,electrical,high,in-progress,Dryer outlet not providing power,2025-04-11 16:00,,,V007,electrical,medium,0.94,true,false
WO00719,T0322,P006,8,general,low,open,"Front door lock sticking, key requires extreme force",2024-11-15 19:00,,,,general,medium,0.94,true,false
WO00720,T0354,P014,4,general,medium,open,"Hole in drywall in hallway, about the size of a fist",2024-09-04 08:00,,,,general,low,0.97,true,false
WO00721,T0376,P020,28,electrical,medium,resolved,Flickering lights throughout the apartment,2025-03-28 10:00,2025-04-04 19:38,177.6,V008,electrical,high,0.95,true,false
WO00722,T0050,P014,133,general,medium,in-progress,"Hole in drywall in hallway, about the size of a fist",2024-11-14 07:00,,,V021,general,low,0.98,true,false
WO00723,T0183,P005,28,general,low,resolved,Garage door opener stopped responding to remote,2024-09-25 13:00,2024-10-15 22:43,489.7,V005,general,medium,0.85,true,false
WO00724,T0354,P014,4,plumbing,high,resolved,"Hot water heater making popping sounds, no hot water",2024-12-28 20:00,2024-12-29 23:09,27.2,V023,plumbing,high,0.92,true,true
WO00725,T0212,P028,94,plumbing,high,resolved,"Dishwasher not draining, standing water at the bottom",2025-01-12 18:00,2025-01-14 03:46,33.8,V003,plumbing,medium,0.9,true,false
WO00726,T0112,P037,105,electrical,high,in-progress,Light fixture in bathroom buzzing loudly,2024-12-27 08:00,,,V008,electrical,medium,0.9,true,false
WO00727,T0330,P016,101,general,low,open,"Hole in drywall in hallway, about the size of a fist",2025-04-10 08:00,,,,general,low,0.98,true,true
WO00728,T0048,P046,13,electrical,low,resolved,"Power went out in half the unit, breaker won't reset",2024-06-23 14:00,2024-07-10 05:30,399.5,V007,electrical,emergency,0.98,true,false
WO00729,T0337,P032,86,plumbing,low,resolved,"Hot water heater making popping sounds, no hot water",2024-12-28 12:00,2025-01-05 21:37,201.6,V028,plumbing,high,0.92,true,false
WO00730,T0299,P012,11,HVAC,low,in-progress,"Thermostat unresponsive, screen is blank",2025-05-23 12:00,,,V013,HVAC,high,0.95,true,false
WO00731,T0386,P028,87,general,medium,in-progress,"Window seal broken, condensation between panes",2025-04-18 16:00,,,V005,general,low,0.9,true,false
WO00732,T0342,P037,78,electrical,high,resolved,"Power went out in half the unit, breaker won't reset",2024-06-24 18:00,2024-06-26 06:54,36.9,V007,electrical,emergency,0.98,true,false
WO00733,T0102,P014,145,HVAC,high,open,AC unit leaking water onto the floor,2024-09-24 16:00,,,,HVAC,high,0.95,true,true
WO00734,T0069,P032,126,plumbing,high,resolved,"Hot water heater making popping sounds, no hot water",2024-12-05 17:00,2024-12-08 23:28,78.5,V017,plumbing,high,0.92,true,true
WO00735,T0428,P038,80,general,high,open,"Patio door off track, won't slide properly",2025-01-29 13:00,,,,general,medium,0.95,true,false
WO00736,T0004,P035,14,HVAC,medium,resolved,"Thermostat unresponsive, screen is blank",2024-07-26 08:00,2024-08-03 16:25,200.4,V011,HVAC,high,0.95,true,false
WO00737,T0038,P021,59,HVAC,medium,resolved,"HVAC filter clogged, air quality seems poor",2024-10-15 18:00,2024-10-22 09:24,159.4,V020,HVAC,medium,0.95,true,true
WO00738,T0453,P046,11,electrical,low,in-progress,Light fixture in bathroom buzzing loudly,2025-02-28 17:00,,,V007,electrical,medium,0.9,true,false
WO00739,T0489,P045,34,general,medium,resolved,Garage door opener stopped responding to remote,2024-10-21 12:00,2024-10-26 07:43,115.7,V016,general,medium,0.85,true,true
WO00740,T0475,P032,97,plumbing,high,in-progress,"Dishwasher not draining, standing water at the bottom",2025-01-25 08:00,,,V028,plumbing,medium,0.9,true,false
WO00741,T0060,P003,1,HVAC,low,in-progress,Loud banging noise every time heat kicks on,2024-07-28 15:00,,,V018,HVAC,medium,0.95,true,false
WO00742,T0203,P032,113,HVAC,emergency,in-progress,AC not cooling below 78 even on max setting,2024-08-04 10:00,,,V006,HVAC,medium,0.9,true,false
WO00743,T0261,P032,82,plumbing,high,resolved,Garbage disposal jammed and won't turn on,2025-02-24 15:00,2025-02-25 21:44,30.7,V017,plumbing,medium,0.95,true,false
WO00744,T0171,P032,21,HVAC,low,open,AC unit leaking water onto the floor,2024-09-14 09:00,,,,HVAC,high,0.95,true,false
WO00745,T0412,P010,73,HVAC,medium,open,"HVAC filter clogged, air quality seems poor",2025-04-16 14:00,,,,HVAC,low,0.9,true,false
WO00746,T0037,P049,50,general,medium,resolved,Mold spots appearing on bathroom ceiling near vent,2025-01-22 09:00,2025-01-30 03:27,186.5,V021,general,high,0.85,true,false
WO00747,T0016,P038,94,plumbing,low,resolved,"Kitchen faucet dripping nonstop, water pooling under the sink",2024-06-16 08:00,2024-06-27 20:21,276.4,V028,plumbing,high,0.95,true,false
WO00748,T0042,P031,13,plumbing,medium,resolved,"Toilet won't stop running, sounds like it's constantly refilling",2025-01-11 19:00,2025-01-21 01:14,222.2,V017,plumbing,medium,0.95,true,true
WO00749,T0030,P001,6,plumbing,medium,resolved,Garbage disposal jammed and won't turn on,2024-12-12 17:00,2024-12-16 12:20,91.3,V028,plumbing,medium,0.95,true,true
WO00750,T0331,P036,7,electrical,low,in-progress,Circuit breaker keeps tripping for bedroom circuit,2025-03-07 20:00,,,V007,electrical,high,0.95,true,false
WO00751,T0308,P014,80,general,high,resolved,"Window seal broken, condensation between panes",2024-08-17 09:00,2024-08-20 20:21,83.4,V021,general,low,0.9,true,false
WO00752,T0257,P029,84,plumbing,medium,resolved,"Dishwasher not draining, standing water at the bottom",2025-01-09 14:00,2025-01-12 18:24,76.4,V028,plumbing,medium,0.9,true,true
WO00753,T0026,P007,25,plumbing,medium,resolved,Low water pressure throughout entire unit,2024-11-24 17:00,2024-11-30 02:22,129.4,V017,plumbing,medium,0.9,true,true
WO00754,T0371,P010,5,electrical,medium,resolved,Light fixture in bathroom buzzing loudly,2024-08-02 10:00,2024-08-08 07:22,141.4,V008,electrical,medium,0.9,true,true
WO00755,T0262,P023,22,HVAC,low,resolved,"AC unit making grinding noise, unit is 85 degrees",2024-12-05 11:00,2024-12-23 23:03,444.1,V020,HVAC,high,0.95,true,false
WO00756,T0193,P002,1,plumbing,medium,open,"Bathtub faucet handle broken off, can't turn water off",2024-06-28 13:00,,,,plumbing,emergency,0.98,true,false
WO00757,T0107,P029,8,HVAC,medium,resolved,Loud banging noise every time heat kicks on,2025-01-22 16:00,2025-01-28 03:39,131.7,V006,HVAC,medium,0.95,true,true
WO00758,T0396,P032,64,HVAC,high,open,"AC unit making grinding noise, unit is 85 degrees",2024-08-02 20:00,,,,HVAC,high,0.95,true,true
WO00759,T0201,P007,71,electrical,low,open,Dryer outlet not providing power,2025-02-26 18:00,,,,electrical,high,0.95,true,false
WO00760,T0003,P040,65,electrical,medium,in-progress,"Two light switches not working, bulbs already replaced",2025-03-08 14:00,,,V030,electrical,medium,0.95,true,true
WO00761,T0451,P005,80,HVAC,medium,resolved,AC not cooling below 78 even on max setting,2025-02-26 17:00,2025-03-02 03:46,82.8,V013,HVAC,medium,0.95,true,true
WO00762,T0125,P038,55,HVAC,medium,open,"Thermostat unresponsive, screen is blank",2025-04-13 17:00,,,,HVAC,high,0.9,true,false
WO00763,T0152,P032,24,HVAC,medium,resolved,"Furnace won't ignite, no heat in unit",2024-12-26 11:00,2024-12-30 13:38,98.6,V011,HVAC,emergency,0.98,true,false
WO00764,T0451,P005,80,general,low,open,"Carpet edge pulling up near entryway, tripping hazard",2025-01-07 10:00,,,,general,medium,0.95,true,false
WO00765,T0054,P037,127,electrical,low,in-progress,"Exterior outlet has no power, GFCI keeps tripping",2024-06-21 20:00,,,V030,electrical,high,0.95,true,false
WO00766,T0150,P027,13,general,high,resolved,Mold spots appearing on bathroom ceiling near vent,2024-10-27 20:00,2024-10-31 10:53,86.9,V016,general,high,0.85,true,true
WO00767,T0207,P033,13,HVAC,medium,resolved,Loud banging noise every time heat kicks on,2025-05-16 09:00,2025-05-21 10:21,121.4,V006,HVAC,medium,0.9,true,true
WO00768,T0343,P049,11,plumbing,medium,in-progress,"Pipe under bathroom vanity is leaking, cabinet floor is wet",2024-10-27 15:00,,,V028,plumbing,high,0.98,true,false
WO00769,T0492,P029,38,plumbing,low,resolved,Garbage disposal jammed and won't turn on,2024-10-02 15:00,2024-10-19 09:19,402.3,V028,plumbing,low,0.9,true,true
WO00770,T0092,P042,6,electrical,medium,resolved,"Exterior outlet has no power, GFCI keeps tripping",2025-04-09 20:00,2025-04-17 17:07,189.1,V008,electrical,high,0.95,true,false
WO00771,T0020,P022,66,electrical,medium,open,Flickering lights throughout the apartment,2024-10-01 10:00,,,,electrical,high,0.98,true,false
WO00772,T0470,P014,63,HVAC,high,resolved,Strange burning smell coming from air vents,2024-09-08 20:00,2024-09-11 09:53,61.9,V020,HVAC,emergency,0.99,true,false
WO00773,T0162,P002,126,plumbing,medium,in-progress,"Shower drain completely clogged, water backing up",2024-07-23 08:00,,,V001,plumbing,high,0.95,true,false
WO00774,T0365,P010,57,general,medium,resolved,"Window seal broken, condensation between panes",2025-03-06 07:00,2025-03-13 12:53,173.9,V016,general,low,0.9,true,false
WO00775,T0124,P002,10,plumbing,medium,in-progress,"Hot water heater making popping sounds, no hot water",2024-08-08 13:00,,,V017,plumbing,high,0.95,true,false
WO00776,T0116,P018,94,plumbing,low,resolved,"Toilet won't stop running, sounds like it's constantly refilling",2024-07-13 19:00,2024-07-29 08:35,373.6,V028,plumbing,medium,0.95,true,false
WO00777,T0255,P015,24,electrical,low,open,Dryer outlet not providing power,2024-12-26 19:00,,,,electrical,medium,0.95,true,false
WO00778,T0283,P022,20,plumbing,emergency,in-progress,"Kitchen faucet dripping nonstop, water pooling under the sink",2024-06-16 16:00,,,V001,plumbing,high,0.95,true,false
WO00779,T0172,P033,36,general,high,open,"Intercom/doorbell not working, can't hear buzzer",2025-02-24 07:00,,,,electrical,low,0.9,false,false
WO00780,T0126,P018,40,general,medium,resolved,Garage door opener stopped responding to remote,2024-10-14 18:00,2024-10-19 17:39,119.7,V005,general,medium,0.9,true,true
WO00781,T0492,P029,38,general,low,resolved,"Hole in drywall in hallway, about the size of a fist",2024-12-18 12:00,2025-01-03 00:52,372.9,V021,general,low,0.95,true,true
WO00782,T0069,P032,126,plumbing,emergency,resolved,"Toilet won't stop running, sounds like it's constantly refilling",2025-02-25 17:00,2025-02-26 12:04,19.1,V017,plumbing,medium,0.98,true,false
WO00783,T0056,P025,10,electrical,high,resolved,"Exterior outlet has no power, GFCI keeps tripping",2024-11-23 20:00,2024-11-24 21:53,25.9,V007,electrical,high,0.95,true,true
WO00784,T0388,P031,126,general,high,resolved,"Patio door off track, won't slide properly",2024-09-19 16:00,2024-09-22 11:20,67.3,V016,general,medium,0.9,true,false
WO00785,T0038,P021,59,HVAC,medium,in-progress,"Thermostat unresponsive, screen is blank",2024-07-10 08:00,,,V013,HVAC,high,0.95,true,false
WO00786,T0479,P009,56,plumbing,medium,resolved,"Pipe under bathroom vanity is leaking, cabinet floor is wet",2024-08-06 15:00,2024-08-13 09:03,162.1,V001,plumbing,high,0.98,true,false
WO00787,T0425,P016,114,electrical,medium,resolved,Ceiling fan making humming noise and spinning slowly,2024-09-30 14:00,2024-10-10 03:10,229.2,V030,electrical,medium,0.85,true,true
WO00788,T0223,P012,72,plumbing,medium,open,"Shower drain completely clogged, water backing up",2025-01-05 19:00,,,,plumbing,high,0.95,true,false
WO00789,T0434,P016,25,plumbing,low,resolved,"Kitchen faucet dripping nonstop, water pooling under the sink",2025-02-22 10:00,2025-03-06 11:24,289.4,V023,plumbing,medium,0.95,true,false
WO00790,T0453,P046,11,plumbing,low,resolved,Low water pressure throughout entire unit,2024-08-18 17:00,2024-09-01 02:05,321.1,V017,plumbing,high,0.9,true,false
WO00791,T0482,P022,117,HVAC,high,in-progress,AC not cooling below 78 even on max setting,2024-10-09 12:00,,,V013,HVAC,high,0.98,true,true
WO00792,T0027,P047,13,general,medium,in-progress,"Intercom/doorbell not working, can't hear buzzer",2024-07-26 14:00,,,V022,electrical,low,0.9,false,false
WO00793,T0218,P010,43,HVAC,medium,resolved,"Furnace won't ignite, no heat in unit",2024-10-27 18:00,2024-11-06 11:48,233.8,V006,HVAC,emergency,0.99,true,false
WO00794,T0124,P002,10,electrical,low,open,Dryer outlet not providing power,2025-01-16 19:00,,,,electrical,medium,0.95,true,false
WO00795,T0100,P012,12,electrical,high,resolved,Dryer outlet not providing power,2025-02-26 09:00,2025-02-28 14:20,53.3,V007,electrical,medium,0.95,true,false
WO00796,T0120,P022,98,electrical,medium,open,Circuit breaker keeps tripping for bedroom circuit,2025-05-08 12:00,,,,electrical,high,0.98,true,false
WO00797,T0232,P050,41,plumbing,medium,open,Garbage disposal jammed and won't turn on,2025-03-17 16:00,,,,plumbing,medium,0.9,true,true
WO00798,T0363,P004,11,plumbing,low,in-progress,"Shower drain completely clogged, water backing up",2024-06-09 18:00,,,V023,plumbing,high,0.95,true,false
WO00799,T0131,P002,90,HVAC,medium,resolved,Vents blowing hot air when AC is set to cool,2025-04-16 17:00,2025-04-22 15:41,142.7,V020,HVAC,high,0.98,true,false
WO00800,T0294,P034,11,general,low,resolved,"Carpet edge pulling up near entryway, tripping hazard",2025-04-25 16:00,2025-05-13 07:11,423.2,V022,general,medium,0.95,true,false
WO00801,T0046,P021,41,electrical,high,resolved,Light fixture in bathroom buzzing loudly,2024-12-14 17:00,2024-12-18 13:32,92.5,V007,electrical,medium,0.95,true,false
WO00802,T0076,P012,125,electrical,medium,in-progress,Dryer outlet not providing power,2024-11-06 16:00,,,V007,electrical,medium,0.9,true,true
WO00803,T0489,P045,34,HVAC,low,open,AC not cooling below 78 even on max setting,2024-10-29 19:00,,,,HVAC,medium,0.95,true,false
WO00804,T0073,P016,12,general,medium,resolved,"Front door lock sticking, key requires extreme force",2024-12-26 16:00,2025-01-03 13:32,189.5,V022,general,medium,0.9,true,true
WO00805,T0080,P028,68,general,medium,resolved,"Cabinet hinge in kitchen broken, door hanging loose",2024-06-16 17:00,2024-06-22 19:15,146.3,V016,general,low,0.95,true,false
WO00806,T0159,P014,34,HVAC,medium,in-progress,Vents blowing hot air when AC is set to cool,2024-12-03 17:00,,,V011,HVAC,high,0.9,true,false
WO00807,T0461,P032,55,HVAC,medium,resolved,"AC unit making grinding noise, unit is 85 degrees",2024-10-24 20:00,2024-10-27 20:30,72.5,V013,HVAC,high,0.95,true,false
WO00808,T0492,P029,38,general,low,open,"Patio door off track, won't slide properly",2025-05-22 16:00,,,,general,medium,0.9,true,false
WO00809,T0313,P012,118,general,medium,resolved,"Patio door off track, won't slide properly",2024-12-25 16:00,2025-01-03 00:12,200.2,V016,general,medium,0.9,true,true
WO00810,T0223,P012,72,electrical,high,resolved,Light fixture in bathroom buzzing loudly,2024-12-11 12:00,2024-12-13 17:17,53.3,V002,electrical,medium,0.95,true,false
WO00811,T0473,P029,120,HVAC,emergency,resolved,"Thermostat unresponsive, screen is blank",2024-07-21 17:00,2024-07-22 13:20,20.3,V011,HVAC,medium,0.9,true,false
WO00812,T0393,P012,7,HVAC,low,in-progress,Strange burning smell coming from air vents,2024-08-01 11:00,,,V011,HVAC,emergency,0.98,true,false
WO00813,T0398,P002,36,electrical,medium,open,Light fixture in bathroom buzzing loudly,2024-11-07 20:00,,,,electrical,medium,0.95,true,true
WO00814,T0261,P032,82,electrical,medium,open,Outlet in kitchen sparks when plugging in appliances,2024-08-24 14:00,,,,electrical,emergency,0.98,true,false
WO00815,T0386,P028,87,HVAC,emergency,resolved,Loud banging noise every time heat kicks on,2025-01-09 16:00,2025-01-10 02:50,10.8,V018,HVAC,high,0.85,true,false
WO00816,T0033,P007,69,plumbing,high,resolved,Low water pressure throughout entire unit,2025-02-13 10:00,2025-02-14 15:24,29.4,V003,plumbing,medium,0.9,true,false
WO00817,T0417,P004,9,electrical,low,resolved,Outlet in kitchen sparks when plugging in appliances,2024-06-25 08:00,2024-07-07 14:03,294.1,V002,electrical,emergency,0.98,true,false
WO00818,T0314,P032,47,electrical,high,resolved,Circuit breaker keeps tripping for bedroom circuit,2024-11-12 07:00,2024-11-14 15:37,56.6,V007,electrical,high,0.95,true,true
WO00819,T0442,P012,119,HVAC,low,resolved,"Thermostat unresponsive, screen is blank",2025-04-18 09:00,2025-04-26 01:54,184.9,V013,HVAC,medium,0.9,true,false
WO00820,T0113,P012,9,electrical,high,resolved,"Exterior outlet has no power, GFCI keeps tripping",2025-01-13 16:00,2025-01-15 12:16,44.3,V007,electrical,high,0.95,true,true
WO00821,T0030,P001,6,general,low,resolved,"Cabinet hinge in kitchen broken, door hanging loose",2025-05-10 09:00,2025-05-25 17:21,368.4,V021,general,low,0.95,true,true
WO00822,T0010,P021,6,plumbing,medium,resolved,"Bathtub faucet handle broken off, can't turn water off",2024-12-14 07:00,2024-12-24 03:58,237.0,V028,plumbing,emergency,0.98,true,false
WO00823,T0359,P002,93,plumbing,low,in-progress,Low water pressure throughout entire unit,2025-02-24 17:00,,,V028,plumbing,high,0.9,true,false
WO00824,T0135,P007,158,plumbing,low,in-progress,"Bathtub faucet handle broken off, can't turn water off",2024-09-27 08:00,,,V003,plumbing,emergency,0.98,true,false
WO00825,T0489,P045,34,electrical,medium,resolved,"Power went out in half the unit, breaker won't reset",2024-11-24 13:00,2024-11-28 07:15,90.3,V002,electrical,emergency,0.98,true,false
WO00826,T0238,P038,143,plumbing,high,resolved,"Shower drain completely clogged, water backing up",2025-05-14 08:00,2025-05-15 13:39,29.7,V003,plumbing,high,0.95,true,true
WO00827,T0001,P045,42,general,high,resolved,"Hole in drywall in hallway, about the size of a fist",2025-02-18 17:00,2025-02-20 15:52,46.9,V022,general,low,0.9,true,false
WO00828,T0254,P007,79,electrical,medium,in-progress,"Exterior outlet has no power, GFCI keeps tripping",2024-07-09 17:00,,,V008,electrical,medium,0.95,true,true
